Car Name,Car Webpage,Car Health,Price,Exterior,Interior,Miles,Fuel Type,Fuel Efficiency (mileage),EPA Range,Transmission,Drivetrain,Engine,Location,Listing Status,VIN,Stock Number,Accidents,Owners,Car Title Status,Use Type,Vehicle Last Inspected
2012 Honda Accord SE Sedan I4 Automatic,https://www.truecar.com/used-cars-for-sale/listing/1HGCP2F66CA244090/2012-honda-accord/,Used,"$9,595",Polished Metal Metallic,Black,"121,881 miles",Gas,23 city / 34 highway,,Automatic Transmission,FWD,2.4L Inline-4 Gas Inline,"Corpus Christi, TX",Listed 17 days ago,1HGCP2F66CA244090,CA244090,0,2,Clean Title,Personal,2/1/2025
2022 Honda CR-V Hybrid Touring AWD,https://www.truecar.com/used-cars-for-sale/listing/5J6RT6H99NL032031/2022-honda-cr-v/,Certified Pre-Owned,"$26,488",Lunar Silver Metallic,Ivory,"63,810 miles",Hybrid,40 city / 35 highway,,Automatic Transmission,AWD,2.0L Inline-4 Hybrid Inline,"Corpus Christi, TX",Listed 211 days ago,5J6RT6H99NL032031,53710,0,1,Clean Title,Personal,12/19/2024
2016 Ford Fusion SE FWD,https://www.truecar.com/used-cars-for-sale/listing/3FA6P0H74GR396649/2016-ford-fusion/,Used,"$9,986",Shadow Black,Ebony,"120,808 miles",Gas,22 city / 34 highway,,Automatic Transmission,FWD,2.5L Inline-4 Gas Inline,"Corpus Christi, TX",Listed 13 days ago,3FA6P0H74GR396649,K593058A,0,1,Clean Title,Personal,2/5/2025
2017 Ford F-150 Lariat SuperCrew 5.5' Box 4WD,https://www.truecar.com/used-cars-for-sale/listing/1FTEW1EP0HFB99656/2017-ford-f-150/,Used,"$26,985",Shadow Black,Black,"84,459 miles",Gas,18 city / 23 highway,,Automatic Transmission,4WD,2.7L V-6 Gas V,"Corpus Christi, TX",Listed 9 days ago,1FTEW1EP0HFB99656,HFB99656,0,2,Clean Title,Personal,1/23/2025
2024 BMW i4 M50,https://www.truecar.com/used-cars-for-sale/listing/WBY33AW07RFS32251/2024-bmw-i4/,Certified Pre-Owned,"$49,999",Alpine White,Black,"3,205 miles",Electric,,271 mi,Automatic Transmission,AWD,L - Electric,"Corpus Christi, TX",Listed 157 days ago,WBY33AW07RFS32251,RFS32251A,0,1,Clean Title,Personal,2/12/2025
2024 Ford Edge Titanium,https://www.truecar.com/used-cars-for-sale/listing/2FMPK4K91RBA36749/2024-ford-edge/,Used,"$26,947",Rapid Red Metallic Tinted Clearcoat,Ebony,"23,408 miles",Gas,21 city / 28 highway,,Automatic Transmission,AWD,2.0L Inline-4 Gas Inline,"Corpus Christi, TX",Listed 41 days ago,2FMPK4K91RBA36749,PKV7127,0,1,Clean Title,Rental,1/8/2025
2023 Audi Q5 Premium Plus S line SUV,https://www.truecar.com/used-cars-for-sale/listing/WA1EAAFYXP2057563/2023-audi-q5/,Used,"$26,788",Glacier White Metallic,Black,"43,825 miles",Gas,22 city / 29 highway,,Automatic Transmission,AWD,2.0L Inline-4 Gas Inline,"Corpus Christi, TX",Listed 46 days ago,WA1EAAFYXP2057563,PKV7121,0,1,Clean Title,Personal,1/3/2025
2013 Mazda Mazda3 i Touring 4-Door Manual,https://www.truecar.com/used-cars-for-sale/listing/JM1BL1V74D1801364/2013-mazda-mazda3/,Used,"$8,559",Crystal White Pearl Mica,Black,"106,003 miles",Gas,27 city / 39 highway,,Automatic Transmission,FWD,2.0L Inline-4 Gas Inline,"Corpus Christi, TX",Listed 37 days ago,JM1BL1V74D1801364,D1801364,0,2,Clean Title,Personal,1/12/2025
2019 Cadillac XT5 Platinum AWD,https://www.truecar.com/used-cars-for-sale/listing/1GYKNGRS2KZ169050/2019-cadillac-xt5/,Used,"$28,310",Radiant Silver Metallic,Jet Black,"32,416 miles",Gas,18 city / 25 highway,,Automatic Transmission,AWD,3.6L V-6 Gas V,"Corpus Christi, TX",Listed 20 days ago,1GYKNGRS2KZ169050,KZ169050,0,2,Clean Title,Personal,1/29/2025
2018 Jeep Cherokee Latitude Plus FWD,https://www.truecar.com/used-cars-for-sale/listing/1C4PJLLB2JD513500/2018-jeep-cherokee/,Used,"$11,846",Bright White Clearcoat,Black,"109,185 miles",Gas,21 city / 30 highway,,Automatic Transmission,FWD,2.4L Inline-4 Gas Inline,"Corpus Christi, TX",Listed 30 days ago,1C4PJLLB2JD513500,K741240A,0,1,Clean Title,Personal,1/19/2025
2013 Honda Accord LX Sedan I4 CVT,https://www.truecar.com/used-cars-for-sale/listing/1HGCR2F3XDA181268/2013-honda-accord/,Used,"$6,499",White Orchid Pearl,Ivory,"210,657 miles",Gas,27 city / 36 highway,,Automatic Transmission,FWD,2.4L Inline-4 Gas Inline,"Corpus Christi, TX",Listed 6 days ago,1HGCR2F3XDA181268,DA181268,0,3,Clean Title,Personal,12/14/2024
2022 Ford F-150 XLT SuperCrew 5.5' Box 4WD,https://www.truecar.com/used-cars-for-sale/listing/1FTEW1EP4NKE44199/2022-ford-f-150/,Used,"$26,995",Oxford White,Black W/Medium Dark Slate,"87,442 miles",Gas,19 city / 22 highway,,Automatic Transmission,4WD,2.7L V-6 Gas V,"Corpus Christi, TX",Listed 12 days ago,1FTEW1EP4NKE44199,NKE44199,0,1,Clean Title,Personal,2/6/2025
2018 Ford F-150 XLT SuperCrew 5.5' Box 4WD,https://www.truecar.com/used-cars-for-sale/listing/1FTFW1E51JKF62272/2018-ford-f-150/,Used,"$16,495",White,Black,"137,018 miles",Gas,18 city / 23 highway,,Automatic Transmission,4WD,5.0L V-8 Gas V,"Plano, TX",Listed 100 days ago,1FTFW1E51JKF62272,F62272,0,4,Clean Title,Fleet,1/24/2025
2016 Mercedes-Benz Sprinter Passenger Van 2500 Standard Roof SWB RWD,https://www.truecar.com/used-cars-for-sale/listing/8BRPE7DD4GE124435/2016-mercedes-benz-sprinter-passenger-van/,Used,"$19,998",Jet Black,Black,"87,140 miles",Diesel,,,Automatic Transmission,RWD,2.1L Inline-4 Diesel Inline,"plano, TX",Listed 30 days ago,8BRPE7DD4GE124435,P124435,0,2,Clean Title,Fleet,1/19/2025
2021 Chrysler 300 S RWD,https://www.truecar.com/used-cars-for-sale/listing/2C3CCABG9MH592363/2021-chrysler-300/,Used,"$21,290",Bright White Clearcoat,Smoke/Black,"41,140 miles",Gas,19 city / 30 highway,,Automatic Transmission,RWD,3.6L V-6 Gas V,"Plano, TX",Listed 16 days ago,2C3CCABG9MH592363,PT592363,0,1,Clean Title,Personal,2/2/2025
2015 Land Rover Range Rover HSE,https://www.truecar.com/used-cars-for-sale/listing/SALGS2VF3FA216647/2015-land-rover-range-rover/,Used,"$21,273",Santorini Black Metallic,Ebony/Ebony/Ebony/Ebony,"87,159 miles",Gas,17 city / 23 highway,,Automatic Transmission,4WD,3.0L V-6 Gas V,"Plano, TX",Listed 1018 days ago,SALGS2VF3FA216647,3797,0,2,Clean Title,Personal,12/9/2024
2016 Land Rover Range Rover Sport HSE V6,https://www.truecar.com/used-cars-for-sale/listing/SALWR2VF4GA551358/2016-land-rover-range-rover-sport/,Used,"$16,990",Yulong White,Ebony/Ebony,"82,225 miles",Gas,17 city / 23 highway,,Automatic Transmission,4WD,3.0L V-6 Gas V,"Carrollton, TX",Listed 89 days ago,SALWR2VF4GA551358,GA551358,0,1,Clean Title,Personal,12/19/2024
2019 Nissan Rogue SL FWD,https://www.truecar.com/used-cars-for-sale/listing/5N1AT2MT2KC742117/2019-nissan-rogue/,Used,"$12,495",Brilliant Silver Metallic,Charcoal,"117,583 miles",Gas,26 city / 33 highway,,Automatic Transmission,FWD,2.5L Inline-4 Gas Inline,"Plano, TX",Listed 61 days ago,5N1AT2MT2KC742117,742117,0,2,Clean Title,Fleet,12/19/2024
"2023 Ram 1500 Laramie Crew Cab 5'7"" Box 4WD",https://www.truecar.com/used-cars-for-sale/listing/1C6SRFJT7PN541352/2023-ram-1500/,Used,"$33,888",Diamond Black Crystal Pearlcoat,Black,"49,412 miles",Gas,19 city / 24 highway,,Automatic Transmission,4WD,5.7L V-8 Gas V,"Dallas, TX",Listed 6 days ago,1C6SRFJT7PN541352,541352,0,1,Clean Title,Mixed,2/12/2025
2019 Land Rover Range Rover Sport V8 Supercharged Dynamic,https://www.truecar.com/used-cars-for-sale/listing/SALWR2RE1KA855158/2019-land-rover-range-rover-sport/,Used,"$33,401",Fuji White,Almond/Espresso/Almond/Ivory,"73,182 miles",Gas,17 city / 22 highway,,Automatic Transmission,4WD,5.0L V-8 Gas V,"Richardson, TX",Listed 11 days ago,SALWR2RE1KA855158,KA855158P,0,2,Clean Title,Fleet,2/7/2025
2020 Nissan Kicks SV,https://www.truecar.com/used-cars-for-sale/listing/3N1CP5CVXLL574452/2020-nissan-kicks/,Used,"$12,995",Aspen White/Super Black,Charcoal,"48,694 miles",Gas,31 city / 36 highway,,Automatic Transmission,FWD,1.6L Inline-4 Gas Inline,"Plano, TX",Listed 6 days ago,3N1CP5CVXLL574452,574452,0,1,Clean Title,Fleet,2/12/2025
2024 Mercedes-Benz C 300 RWD,https://www.truecar.com/used-cars-for-sale/listing/W1KAF4GB5RR228821/2024-mercedes-benz-c-class/,Certified Pre-Owned,"$41,950",Selenite Grey Metallic,Sienna Brown/Black,"1,164 miles",Gas,26 city / 36 highway,,Automatic Transmission,RWD,2.0L Inline-4 Gas Inline,"Plano, TX",Listed 46 days ago,W1KAF4GB5RR228821,BRR228821,0,1,Clean Title,Personal,1/3/2025
2023 Fisker Ocean One AWD,https://www.truecar.com/used-cars-for-sale/listing/VCF1ZBU20PG003287/2023-fisker-ocean/,Used,"$18,999",Blue Planet,Black Abyss Plus,"3,454 miles",Electric,,360 mi,Automatic Transmission,AWD,L - Electric,"plano, TX",Listed 18 days ago,VCF1ZBU20PG003287,P003287,0,1,Clean Title,Personal,1/12/2025
2017 Nissan Murano 2017.5 Platinum AWD,https://www.truecar.com/used-cars-for-sale/listing/5N1AZ2MH4HN169311/2017-nissan-murano/,Used,"$11,490",Java Metallic,Graphite,"145,010 miles",Gas,21 city / 28 highway,,Automatic Transmission,AWD,3.5L V-6 Gas V,"Plano, TX",Listed 7 days ago,5N1AZ2MH4HN169311,HN169311,0,3,Clean Title,Personal,2/11/2025
2016 Jeep Wrangler Unlimited Sahara,https://www.truecar.com/used-cars-for-sale/listing/1C4BJWEG7GL246373/2016-jeep-wrangler/,Used,"$17,770",Black Clearcoat,Black,"99,617 miles",Gas,16 city / 21 highway,,Automatic Transmission,4WD,3.6L V-6 Gas V,"Plano, TX",Listed 31 days ago,1C4BJWEG7GL246373,246373,0,2,Clean Title,Personal,1/23/2025
2023 Lexus RZ 450e Luxury AWD,https://www.truecar.com/used-cars-for-sale/listing/JTJAAAAB9PA009627/2023-lexus-rz/,Used,"$39,950",Iridium,Dapple Gray/Black,"2,686 miles",Electric,,196 mi,Automatic Transmission,AWD,L - Electric,"Plano, TX",Listed 14 days ago,JTJAAAAB9PA009627,PPA009627,0,1,Clean Title,Personal,2/4/2025
2016 Honda Fit EX CVT,https://www.truecar.com/used-cars-for-sale/listing/JHMGK5H74GX044980/2016-honda-fit/,Used,"$9,800",Crystal Black Pearl,Black,"117,865 miles",Gas,32 city / 38 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"Plano, TX",Listed 11 days ago,JHMGK5H74GX044980,044980,0,1,Clean Title,Personal,2/7/2025
2013 Mercedes-Benz C 250 Sport Sedan RWD,https://www.truecar.com/used-cars-for-sale/listing/WDDGF4HBXDA766771/2013-mercedes-benz-c-class/,Used,"$8,950",[040] Black,Ash/Black,"97,307 miles",Gas,21 city / 31 highway,,Automatic Transmission,RWD,1.8L Inline-4 Gas Inline,"Carrollton, TX",Listed 17 days ago,WDDGF4HBXDA766771,18799,0,3,Clean Title,Fleet,2/1/2025
2024 Ford F-150 Raptor SuperCrew 5.5' Box 4WD,https://www.truecar.com/used-cars-for-sale/listing/1FTFW1RG2RFB17703/2024-ford-f-150/,Used,"$80,601",Oxford White,Black,"7,909 miles",Gas,14 city / 18 highway,,Automatic Transmission,4WD,3.5L V-6 Gas V,"Dallas, TX",Listed 19 days ago,1FTFW1RG2RFB17703,P3274,0,1,Clean Title,Personal,1/23/2025
2021 Chevrolet Bolt EV LT,https://www.truecar.com/used-cars-for-sale/listing/1G1FW6S09M4109699/2021-chevrolet-bolt-ev/,Used,"$13,998",Mosaic Black Metallic,Dark Galvanized/Sky Cool Gray,"36,564 miles",Electric,,259 mi,Automatic Transmission,FWD,L - Electric,"plano, TX",Listed 2 days ago,1G1FW6S09M4109699,P109699,0,2,Clean Title,Fleet,12/17/2024
2024 GMC Terrain SLE FWD,https://www.truecar.com/used-cars-for-sale/listing/3GKALMEG7RL235556/2024-gmc-terrain/,Used,"$19,888",Sterling Metallic,Jet Black,"20,602 miles",Gas,24 city / 29 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"Dallas, TX",Listed 55 days ago,3GKALMEG7RL235556,235556,0,1,Clean Title,Fleet,12/25/2024
2020 Ford Fusion SE FWD,https://www.truecar.com/used-cars-for-sale/listing/3FA6P0HD3LR156525/2020-ford-fusion/,Used,"$9,988",Iconic Silver Metallic,Unknown,"85,910 miles",Gas,23 city / 34 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"Dallas, TX",Listed 73 days ago,3FA6P0HD3LR156525,156525,0,1,Clean Title,Personal,12/7/2024
2016 Kia Soul EV EV+,https://www.truecar.com/used-cars-for-sale/listing/KNDJX3AE5G7013808/2016-kia-soul-ev/,Used,"$8,499",Bright Silver Metallic,Gray 2-Tone,"53,494 miles",Electric,,93 mi,Automatic Transmission,FWD,L - Electric,"Plano, TX",Listed 54 days ago,KNDJX3AE5G7013808,P013808,0,2,Clean Title,Personal,12/26/2024
2016 GMC Yukon XL Denali 4WD,https://www.truecar.com/used-cars-for-sale/listing/1GKS2HKJ7GR330459/2016-gmc-yukon/,Used,"$22,990",Quicksilver Metallic,Jet Black,"111,306 miles",Gas,14 city / 20 highway,,Automatic Transmission,4WD,6.2L V-8 Gas V,"Plano, TX",Listed 3 days ago,1GKS2HKJ7GR330459,PT330459,0,2,Clean Title,Personal,2/15/2025
2007 BMW X3 3.0si AWD,https://www.truecar.com/used-cars-for-sale/listing/WBXPC93457WF07742/2007-bmw-x3/,Used,"$6,990",Silver Gray Metallic,Gray,"87,852 miles",Gas,18 city / 26 highway,,Manual Transmission,AWD,3.0L Inline-6 Gas Inline,"Carrollton, TX",Listed 30 days ago,WBXPC93457WF07742,7WF07742,0,2,Clean Title,Personal,1/19/2025
2017 Ford Escape Titanium FWD,https://www.truecar.com/used-cars-for-sale/listing/1FMCU0J95HUE07682/2017-ford-escape/,Used,"$9,983",Shadow Black,Medium Light Stone,"120,406 miles",Gas,23 city / 30 highway,,Automatic Transmission,FWD,2.0L Inline-4 Gas Inline,"Plano, TX",Listed 10 days ago,1FMCU0J95HUE07682,3846,0,3,Clean Title,Personal,2/8/2025
2015 Mercedes-Benz S 600 Sedan RWD,https://www.truecar.com/used-cars-for-sale/listing/WDDUG7GBXFA153877/2015-mercedes-benz-s-class/,Used,"$34,977",Magnetite Black Metallic,Black,"97,972 miles",Gas,13 city / 21 highway,,Automatic Transmission,RWD,6.0L V-12 Gas V,"Plano, TX",Listed 7 days ago,WDDUG7GBXFA153877,FA153877,0,2,Clean Title,Personal,2/11/2025
"2015 Ram 1500 Laramie Limited Crew Cab 5'7"" Box 4WD",https://www.truecar.com/used-cars-for-sale/listing/1C6RR7PM8FS556267/2015-ram-1500/,Used,"$19,999",Bright Silver Metallic Clearcoat,Black,"119,437 miles",Diesel,15 city / 21 highway,,Automatic Transmission,4WD,3.0L V-6 Diesel V,"Plano, TX",Listed 5 days ago,1C6RR7PM8FS556267,FS556267,0,1,Clean Title,Personal,2/13/2025
2012 Mercedes-Benz GLK 350 4MATIC,https://www.truecar.com/used-cars-for-sale/listing/WDCGG8HB0CF885679/2012-mercedes-benz-glk/,Used,"$6,495",Diamond White Metallic,Sahara Beige,"133,385 miles",Gas,16 city / 21 highway,,Automatic Transmission,AWD,3.5L V-6 Gas V,"Plano, TX",Listed 65 days ago,WDCGG8HB0CF885679,885679,0,3,Theft Recovery,Personal,12/15/2024
"2019 Mercedes-Benz Sprinter Crew Van 2500 High Roof V6 144"" RWD",https://www.truecar.com/used-cars-for-sale/listing/WD4PF0CDXKP046933/2019-mercedes-benz-sprinter-crew-van/,Used,"$25,637",Gray,Black,"67,401 miles",Diesel,,,Automatic Transmission,RWD,3.0L V-6 Diesel V,"plano, TX",Listed 16 days ago,WD4PF0CDXKP046933,P046933,0,1,Clean Title,Fleet,2/2/2025
2023 BMW i7 xDrive60,https://www.truecar.com/used-cars-for-sale/listing/WBY53EJ0XPCN79062/2023-bmw-i7/,Used,"$69,950",Alpine White,Black,"20,213 miles",Electric,,296 mi,Automatic Transmission,AWD,L - Electric,"Plano, TX",Listed 7 days ago,WBY53EJ0XPCN79062,PPCN79062,0,1,Clean Title,Personal,2/11/2025
2020 Chrysler Pacifica Limited 35th Anniversary FWD,https://www.truecar.com/used-cars-for-sale/listing/2C4RC1GG1LR102148/2020-chrysler-pacifica/,Used,"$13,999",Bright White Clearcoat,Black,"116,716 miles",Gas,19 city / 28 highway,,Automatic Transmission,FWD,3.6L V-6 Gas V,"Plano, TX",Listed 33 days ago,2C4RC1GG1LR102148,P102148,0,2,Clean Title,Personal,1/16/2025
2019 Dodge Challenger SXT RWD Automatic,https://www.truecar.com/used-cars-for-sale/listing/2C3CDZAG0KH654890/2019-dodge-challenger/,Used,"$18,942",Maximum Steel Metallic Clearcoat,Black,"55,305 miles",Gas,19 city / 30 highway,,Automatic Transmission,RWD,3.6L V-6 Gas V,"Lubbock, TX",Listed 25 days ago,2C3CDZAG0KH654890,KH654890,0,3,Clean Title,Personal,1/24/2025
2023 Jeep Cherokee Altitude 4WD,https://www.truecar.com/used-cars-for-sale/listing/1C4PJMMB5PD113184/2023-jeep-cherokee/,Used,"$20,750",Diamond Black Crystal Pearlcoat,Black,"43,463 miles",Gas,21 city / 29 highway,,Automatic Transmission,4WD,2.4L Inline-4 Gas Inline,"Lubbock, TX",Listed 70 days ago,1C4PJMMB5PD113184,PD113184,0,1,Clean Title,Mixed,12/10/2024
2023 Chevrolet Suburban Premier RWD,https://www.truecar.com/used-cars-for-sale/listing/1GNSCFKD3PR278522/2023-chevrolet-suburban/,Used,"$47,339",Dark Ash Metallic,Jet Black,"30,516 miles",Gas,15 city / 20 highway,,Automatic Transmission,RWD,5.3L V-8 Gas V,"Lubbock, TX",Listed 19 days ago,1GNSCFKD3PR278522,40991,0,1,Clean Title,Mixed,1/30/2025
2022 Ford Edge Titanium,https://www.truecar.com/used-cars-for-sale/listing/2FMPK4K91NBA51861/2022-ford-edge/,Used,"$19,518",Carbonized Gray Metallic,Ebony,"68,750 miles",Gas,21 city / 28 highway,,Automatic Transmission,AWD,2.0L Inline-4 Gas Inline,"Lubbock, TX",Listed 39 days ago,2FMPK4K91NBA51861,40841,0,1,Clean Title,Personal,1/10/2025
2022 Buick Enclave Premium AWD,https://www.truecar.com/used-cars-for-sale/listing/5GAEVBKWXNJ132738/2022-buick-enclave/,Used,"$23,750",Summit White,Dark Galvanized With Ebony Interior Accents,"68,453 miles",Gas,17 city / 25 highway,,Automatic Transmission,AWD,3.6L V-6 Gas V,"Lubbock, TX",Listed 70 days ago,5GAEVBKWXNJ132738,NJ132738,0,1,Clean Title,Mixed,12/10/2024
2022 GMC Yukon Denali 4WD,https://www.truecar.com/used-cars-for-sale/listing/1GKS2DKT9NR189319/2022-gmc-yukon/,Used,"$46,631",Pearl Beige Metallic,Jet Black,"117,867 miles",Diesel,14 city / 19 highway,,Automatic Transmission,4WD,3.0L V-6 Diesel V,"Lubbock, TX",Listed 23 days ago,1GKS2DKT9NR189319,NR189319,0,1,Clean Title,Personal,1/26/2025
2020 Ford F-150 Limited SuperCrew 5.5' Box 4WD,https://www.truecar.com/used-cars-for-sale/listing/1FTEW1EGXLFB87264/2020-ford-f-150/,Used,"$34,803",Agate Black Metallic,Camelback,"89,391 miles",Gas,17 city / 21 highway,,Automatic Transmission,4WD,3.5L V-6 Gas V,"Lubbock, TX",Listed 37 days ago,1FTEW1EGXLFB87264,40733A,0,2,Clean Title,Personal,1/12/2025
2021 Kia K5 LXS FWD,https://www.truecar.com/used-cars-for-sale/listing/5XXG14J2XMG066370/2021-kia-k5/,Used,"$17,114",Glacial White Pearl,Black,"71,289 miles",Gas,27 city / 37 highway,,Automatic Transmission,FWD,1.6L Inline-4 Gas Inline,"Lubbock, TX",Listed 10 days ago,5XXG14J2XMG066370,41040,0,2,Clean Title,Fleet,2/8/2025
2021 Ford Super Duty F-350 XLT Crew Cab 8' Box SRW 4WD,https://www.truecar.com/used-cars-for-sale/listing/1FT8W3BN0MEC37043/2021-ford-super-duty-f-350/,Used,"$24,225",Iconic Silver Metallic,Medium Earth Gray,"178,987 miles",Gas,,,Automatic Transmission,4WD,7.3L V-8 Gas V,"Lubbock, TX",Listed 41 days ago,1FT8W3BN0MEC37043,MEC37043,0,1,Clean Title,Personal,1/8/2025
2023 Jeep Compass Trailhawk,https://www.truecar.com/used-cars-for-sale/listing/3C4NJDDN6PT565544/2023-jeep-compass/,Used,"$21,902",Billet Silver Metallic Clearcoat,Ruby Red/Black,"42,360 miles",Gas,22 city / 30 highway,,Automatic Transmission,4WD,2.0L Inline-4 Gas Inline,"Lubbock, TX",Listed 70 days ago,3C4NJDDN6PT565544,PT565544,0,1,Clean Title,Personal,12/10/2024
2017 Chevrolet Tahoe LT RWD,https://www.truecar.com/used-cars-for-sale/listing/1GNSCBKC5HR215780/2017-chevrolet-tahoe/,Used,"$19,443",Pepperdust Metallic,Cocoa/Dune,"113,130 miles",Gas,16 city / 23 highway,,Automatic Transmission,RWD,5.3L V-8 Gas V,"Lubbock, TX",Listed 100 days ago,1GNSCBKC5HR215780,HR215780,0,2,Clean Title,Personal,1/24/2025
2021 Ford Explorer Timberline 4WD,https://www.truecar.com/used-cars-for-sale/listing/1FMSK8JH6MGC19530/2021-ford-explorer/,Used,"$19,900",Carbonized Gray Metallic,Deep Cypress,"110,994 miles",Gas,19 city / 23 highway,,Automatic Transmission,4WD,2.3L Inline-4 Gas Inline,"Lubbock, TX",Listed 46 days ago,1FMSK8JH6MGC19530,MGC19530,0,1,Clean Title,Personal,1/3/2025
2023 Dodge Challenger R/T Scat Pack Widebody RWD,https://www.truecar.com/used-cars-for-sale/listing/2C3CDZFJ2PH629047/2023-dodge-challenger/,Used,"$52,349",White Knuckle Clearcoat,Black,585 miles,Gas,14 city / 23 highway,,Automatic Transmission,RWD,6.4L V-8 Gas V,"Lubbock, TX",Listed 12 days ago,2C3CDZFJ2PH629047,PH629047,0,1,Clean Title,Personal,2/6/2025
2015 Chevrolet Volt Hatch,https://www.truecar.com/used-cars-for-sale/listing/1G1RD6E47FU120835/2015-chevrolet-volt/,Used,"$11,105",Black,Jet Black Seats/Dark Accents,"65,021 miles",Plug-In Hybrid,,,Automatic Transmission,FWD,1.4L Inline-4 Plug-In Hybrid Inline,"Lubbock, TX",Listed 33 days ago,1G1RD6E47FU120835,FU120835,0,3,Clean Title,Personal,1/16/2025
2016 FIAT 500X Easy FWD,https://www.truecar.com/used-cars-for-sale/listing/ZFBCFXBT0GP331287/2016-fiat-500x/,Used,"$6,621",Nero Cinema (Black Clear Coat),Black/Gray,"49,175 miles",Gas,22 city / 31 highway,,Automatic Transmission,FWD,2.4L Inline-4 Gas Inline,"Lubbock, TX",Listed 248 days ago,ZFBCFXBT0GP331287,331287,0,4,Salvage,Fleet,1/26/2025
2007 Toyota Tundra SR5 Double Cab 7.9' Bed 5.7L V8 RWD,https://www.truecar.com/used-cars-for-sale/listing/5TFSV54177X004476/2007-toyota-tundra/,Used,"$13,337",Super White,Black,"102,215 miles",Gas,16 city / 20 highway,,Automatic Transmission,RWD,5.7L V-8 Gas V,"Lubbock, TX",Listed 51 days ago,5TFSV54177X004476,7X004476,0,2,Clean Title,Personal,12/29/2024
2019 Chevrolet Impala LT with 1LT,https://www.truecar.com/used-cars-for-sale/listing/1G11Z5S38KU118882/2019-chevrolet-impala/,Used,"$17,250",Black,Jet Black,"65,517 miles",Gas,22 city / 29 highway,,Automatic Transmission,FWD,3.6L V-6 Gas V,"Lubbock, TX",Listed 12 days ago,1G11Z5S38KU118882,KU118882,0,2,Clean Title,Mixed,2/6/2025
"2019 Ram 1500 Classic SLT Crew Cab 5'7"" Box 4WD",https://www.truecar.com/used-cars-for-sale/listing/3C6RR7LG5KG670146/2019-ram-1500-classic/,Used,"$22,095",Bright White Clearcoat,Diesel Gray/Black,"106,601 miles",Gas,16 city / 23 highway,,Automatic Transmission,4WD,3.6L V-6 Gas V,"Lubbock, TX",Listed 3 days ago,3C6RR7LG5KG670146,1040286973,0,2,Clean Title,Fleet,2/6/2025
2023 Jeep Cherokee Altitude 4WD,https://www.truecar.com/used-cars-for-sale/listing/1C4PJMMBXPD112595/2023-jeep-cherokee/,Used,"$21,942",Diamond Black Crystal Pearlcoat,Black,"41,792 miles",Gas,21 city / 29 highway,,Automatic Transmission,4WD,2.4L Inline-4 Gas Inline,"Lubbock, TX",Listed 70 days ago,1C4PJMMBXPD112595,PD112595,0,1,Clean Title,Personal,12/10/2024
2020 Mercedes-Benz GLC 300 SUV RWD,https://www.truecar.com/used-cars-for-sale/listing/W1N0G8DB9LF835854/2020-mercedes-benz-glc/,Used,"$22,453",Designo Cardinal Red Metallic,Black,"37,286 miles",Gas,22 city / 29 highway,,Automatic Transmission,RWD,2.0L Inline-4 Gas Inline,"Lubbock, TX",Listed 130 days ago,W1N0G8DB9LF835854,40358,0,1,Clean Title,Personal,12/25/2024
